invoice_id,invoice_date,paid_date,paid_days,is_paid,amount,currency,supplier_id,supplier_name,global_ultimate_id,global_ultimate_name,category_code,category_name,segment_code,segment_name,plant_id,plant_name,region,country,source_system_id,payment_term_code,payment_term_name,nominal_days
INV-001241,2025-09-11,2025-09-12,1,true,958340.86,USD,SUP-00041,Frontier Solutions Monterrey Ltda.,GU-0009,Frontier Solutions Corporation,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-MTY,Monterrey Plant,LATAM,Mexico,ARIBA,NET00,Immediate / Due on receipt,0
INV-001242,2025-10-19,2025-12-08,50,true,31731.56,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET45,Net 45,45
INV-001243,2025-10-27,2025-11-24,28,true,662789.84,USD,SUP-00119,Bluepeak Services Shenzhen Ltd.,GU-0029,Bluepeak Services Holdings,25100000,Motor vehicles,25000000,Commercial and Private Vehicles and Components,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET25,Net 25,25
INV-001244,2025-08-16,2025-09-19,34,true,714938.1,USD,SUP-00007,Frontier Polymers Charlotte Inc.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_ECC,,,
INV-001245,2025-12-25,2026-04-26,122,true,429215.86,USD,SUP-00038,Sequoia Fasteners Leeds Ltd.,GU-0008,Sequoia Fasteners Holdings,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-STU,Stuttgart Plant,EMEA,Germany,CONCUR,NET120,Net 120,120
INV-001246,2026-05-11,2026-06-29,49,true,138589.39,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_S4HANA,NET45,Net 45,45
INV-001247,2025-10-18,2025-10-26,8,true,140122.69,USD,SUP-00007,Frontier Polymers Charlotte Inc.,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_ECC,D2N10N30,2% 10 Net 30,30
INV-001248,2026-05-05,2026-05-11,6,true,84874.73,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET05,Net 5,5
INV-001249,2026-05-26,2026-06-15,20,true,208252.95,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,NET15,Net 15,15
INV-001250,2026-04-11,,,false,382599.89,USD,SUP-00116,Northwind Fluid Systems Stuttgart B.V.,GU-0028,Northwind Fluid Systems International,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-STU,Stuttgart Plant,EMEA,Germany,FIELDGLASS,NET150,Net 150,150
INV-001251,2026-03-20,2026-06-01,73,true,57546.82,USD,SUP-00015,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-SHA,Shanghai Plant,APAC,China,CONCUR,NET60,Net 60,60
INV-001252,2025-09-22,2025-11-26,65,true,249571.17,USD,SUP-00043,Zenith Bearings Monterrey Ltda.,GU-0010,Zenith Bearings Industries,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,ARIBA,D1N15N45,1% 15 Net 45,45
INV-001253,2026-05-09,,,false,276987.73,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,NET45,Net 45,45
INV-001254,2026-06-16,2026-08-02,47,true,296820.9,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-LYO,Lyon Plant,EMEA,France,SAP_ECC,NET45,Net 45,45
INV-001255,2026-03-22,2026-05-02,41,true,43733.89,USD,SUP-00017,Orion Supply Co Chennai Co. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_ECC,D15N10N30,1.5% 10 Net 30,30
INV-001256,2025-12-26,2026-04-03,98,true,319722.63,USD,SUP-00017,Orion Supply Co Chennai Co. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET90,Net 90,90
INV-001257,2026-06-05,,,false,775556.61,USD,SUP-00026,Orion Polymers Monterrey S.A. de C.V.,GU-0006,Orion Polymers Group,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_ECC,NET180,Net 180,180
INV-001258,2025-11-12,2025-12-23,41,true,7718185.6,USD,SUP-00126,Monarch Energy Pune Co. Ltd.,GU-0030,Monarch Energy International,25170000,Vehicle components and accessories,25000000,Commercial and Private Vehicles and Components,PLT-HOU,Houston Plant,NAMER,United States,SAP_ECC,,,
INV-001259,2026-02-08,2026-03-10,30,true,1539124.49,USD,SUP-00017,Orion Supply Co Chennai Co. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-CHN,Chennai Plant,APAC,India,SAP_S4HANA,NET14,Net 14,14
INV-001260,2025-07-12,2025-09-05,55,true,1159531.59,USD,SUP-00196,Bluepeak Manufacturing Montreal Co.,GU-0047,Bluepeak Manufacturing International,27140000,Hydraulic machinery,27000000,Tools and General Machinery,PLT-TOR,Toronto Plant,NAMER,Canada,SAP_ECC,NET30,Net 30,30
INV-001261,2026-04-26,2026-06-11,46,true,102668,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_ECC,NET45,Net 45,45
INV-001262,2025-09-03,2025-09-19,16,true,562490.93,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-SNG,Singapore Hub,APAC,Singapore,FIELDGLASS,NET14,Net 14,14
INV-001263,2026-06-19,2026-07-05,16,true,470511.82,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-MAN,Manchester Plant,EMEA,United Kingdom,ARIBA,NET14,Net 14,14
INV-001264,2025-08-05,2025-08-30,25,true,940458.28,USD,SUP-00047,Halcyon Controls Cleveland Inc.,GU-0011,Halcyon Controls Corporation,90100000,Catering and restaurants,90000000,Travel and Food and Lodging and Entertainment Services,PLT-SHA,Shanghai Plant,APAC,China,CONCUR,MP10,"Monthly, paid 10th",25
INV-001265,2026-06-26,,,false,49919.66,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,ARIBA,NET45,Net 45,45
INV-001266,2026-01-09,2026-01-19,10,true,212134.16,USD,SUP-00059,Sequoia Fluid Systems Campinas S.A.,GU-0014,Sequoia Fluid Systems Global,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-LYO,Lyon Plant,EMEA,France,SAP_S4HANA,NET10,Net 10,10
INV-001267,2026-03-18,2026-04-21,34,true,2151279.71,USD,SUP-00102,Bluepeak Bearing Works Stuttgart Ltd.,GU-0026,Bluepeak Bearing Works Group,40160000,HVAC equipment,40000000,Distribution and Conditioning Systems and Equipment,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_ECC,D15N10N30,1.5% 10 Net 30,30
INV-001268,2026-01-10,2026-02-09,30,true,398421.73,USD,SUP-00207,Marlin Freight Shanghai Pvt. Ltd.,GU-0050,Marlin Freight Holdings,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_ECC,MILESTONE,Milestone based,45
INV-001269,2026-05-22,2026-07-16,55,true,679749.2,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,NET45,Net 45,45
INV-001270,2025-09-07,2025-10-02,25,true,2601983,USD,SUP-00040,Frontier Solutions Sao Paulo Ltda.,GU-0009,Frontier Solutions Corporation,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_ECC,,,
INV-001271,2026-04-21,2026-04-23,2,true,1330856.35,USD,SUP-00041,Frontier Solutions Monterrey Ltda.,GU-0009,Frontier Solutions Corporation,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_ECC,NET00,Immediate / Due on receipt,0
INV-001272,2026-03-18,2026-04-13,26,true,642671.16,USD,SUP-00034,Vantage Technologies Milan GmbH,GU-0007,Vantage Technologies Inc.,84120000,Banking and finance services,84000000,Financial and Insurance Services,PLT-MTY,Monterrey Plant,LATAM,Mexico,CONCUR,NET30,Net 30,30
INV-001273,2026-02-18,2026-03-04,14,true,111983.23,USD,SUP-00006,Falcon Systems Nagoya Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_ECC,NET15,Net 15,15
INV-001274,2025-10-15,2025-11-03,19,true,373754.33,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET15,Net 15,15
INV-001275,2026-03-01,2026-04-16,46,true,111062.55,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET45,Net 45,45
INV-001276,2025-11-13,2025-12-26,43,true,111821.8,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET45,Net 45,45
INV-001277,2026-06-19,,,false,661087.8,USD,SUP-00014,Orion Supply Co Osaka Pte. Ltd.,GU-0003,Orion Supply Co International,,,,,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET08,Net 8,8
INV-001278,2026-05-21,2026-05-26,5,true,385338.36,USD,SUP-00008,Frontier Polymers Detroit Corp.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_S4HANA,NET02,Net 2,2
INV-001279,2026-06-21,2026-07-15,24,true,264303.44,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET15,Net 15,15
INV-001280,2025-07-26,2025-08-12,17,true,358959.72,USD,SUP-00082,Silverline Fabrication Shanghai Pvt. Ltd.,GU-0020,Silverline Fabrication Industries,,,,,PLT-PUN,Pune Plant,APAC,India,FIELDGLASS,EOM15,End of month + 15,30
INV-001281,2025-09-08,2025-09-23,15,true,112798.96,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,,,,,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,NET15,Net 15,15
INV-001282,2026-04-15,2026-06-01,47,true,157977.09,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET45,Net 45,45
INV-001283,2026-01-16,2026-02-01,16,true,187453.18,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,ARIBA,NET15,Net 15,15
INV-001284,2025-08-05,2025-08-16,11,true,180553.84,USD,SUP-00012,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,CONCUR,D2N10N30,2% 10 Net 30,30
INV-001285,2025-12-23,2026-01-06,14,true,385559.56,USD,SUP-00083,Silverline Fabrication Pune Pte. Ltd.,GU-0020,Silverline Fabrication Industries,25100000,Motor vehicles,25000000,Commercial and Private Vehicles and Components,PLT-PUN,Pune Plant,APAC,India,FIELDGLASS,EOM15,End of month + 15,30
INV-001286,2026-01-09,2026-01-11,2,true,691655.51,USD,SUP-00040,Frontier Solutions Sao Paulo Ltda.,GU-0009,Frontier Solutions Corporation,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-ROT,Rotterdam DC,EMEA,Netherlands,SAP_S4HANA,NET00,Immediate / Due on receipt,0
INV-001287,2026-06-12,,,false,2278668.65,USD,SUP-00135,Titan Industrial Supply Singapore Pte. Ltd.,GU-0033,Titan Industrial Supply International,80100000,Management consulting,80000000,Management and Business Professionals and Admin Services,PLT-SNG,Singapore Hub,APAC,Singapore,FIELDGLASS,NET60,Net 60,60
INV-001288,2025-09-26,2025-10-01,5,true,626727.81,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,NET05,Net 5,5
INV-001289,2026-03-21,2026-04-25,35,true,271285.23,USD,SUP-00011,Frontier Polymers Montreal Co.,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-TOR,Toronto Plant,NAMER,Canada,SAP_ECC,NET25,Net 25,25
INV-001290,2026-04-16,2026-05-29,43,true,29584.26,USD,SUP-00010,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,MP25,"Monthly, paid 25th",40
INV-001291,2025-12-14,2025-12-18,4,true,626966.26,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,FIELDGLASS,NET05,Net 5,5
INV-001292,2025-07-05,2025-07-28,23,true,26055.73,USD,SUP-00019,Umbra Fasteners Charlotte Co.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_ECC,NET04,Net 4,4
INV-001293,2026-04-07,2026-05-13,36,true,396201.31,USD,SUP-00095,Copperfield Fabrication Pune Ltd.,GU-0024,Copperfield Fabrication Holdings,27140000,Hydraulic machinery,27000000,Tools and General Machinery,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET21,Net 21,21
INV-001294,2025-11-07,2025-11-21,14,true,1055535.95,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,,,,,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET15,Net 15,15
INV-001295,2026-04-22,2026-06-02,41,true,910770.44,USD,SUP-00078,Everest Cloud Services Rotterdam B.V.,GU-0019,Everest Cloud Services Industries,47130000,Cleaning supplies,47000000,Cleaning Equipment and Supplies,PLT-MAN,Manchester Plant,EMEA,United Kingdom,SAP_ECC,NET50,Net 50,50
INV-001296,2025-07-12,2025-07-28,16,true,1094518.65,USD,SUP-00007,Frontier Polymers Charlotte Inc.,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,NET11,Net 11,11
INV-001297,2025-12-10,2026-01-25,46,true,29632.17,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_S4HANA,NET45,Net 45,45
INV-001298,2026-01-02,2026-06-12,161,true,19940.87,USD,SUP-00027,Orion Polymers Queretaro Ltda.,GU-0006,Orion Polymers Group,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET150,Net 150,150
INV-001299,2026-01-24,2026-03-14,49,true,262250.54,USD,SUP-00016,Orion Supply Co Nagoya Pvt. Ltd.,GU-0003,Orion Supply Co International,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,D15N10N30,1.5% 10 Net 30,30
INV-001300,2025-11-25,2025-12-28,33,true,211590.04,USD,SUP-00076,Everest Bearing Works Sao Paulo Ltda.,GU-0018,Everest Bearing Works Inc.,44110000,Desk accessories,44000000,Office Equipment and Accessories and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,EOM15,End of month + 15,30
INV-001301,2025-10-22,,,false,113252.28,USD,SUP-00008,Frontier Polymers Detroit Corp.,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,MILESTONE,Milestone based,45
INV-001302,2025-09-29,2025-11-03,35,true,5425376.17,USD,SUP-00033,Vantage Technologies Turin AG,GU-0007,Vantage Technologies Inc.,76110000,Cleaning services,76000000,Industrial Cleaning Services,PLT-STU,Stuttgart Plant,EMEA,Germany,FIELDGLASS,NET30,Net 30,30
INV-001303,2025-07-16,2025-09-02,48,true,473933.37,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_ECC,NET45,Net 45,45
INV-001304,2026-01-08,2026-02-27,50,true,636919.27,USD,SUP-00198,Falcon Consulting Charlotte LLC,GU-0048,Falcon Consulting Corporation,43220000,Networking equipment,43000000,Information Technology Broadcasting and Telecommunications,PLT-HOU,Houston Plant,NAMER,United States,CONCUR,NET45,Net 45,45
INV-001305,2025-10-21,2025-11-02,12,true,468325.8,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,NET15,Net 15,15
INV-001306,2025-12-06,2026-01-04,29,true,334855.85,USD,SUP-00031,Vantage Technologies Milan S.p.A.,GU-0007,Vantage Technologies Inc.,76110000,Cleaning services,76000000,Industrial Cleaning Services,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_S4HANA,EOM15,End of month + 15,30
INV-001307,2025-07-02,2025-07-18,16,true,211447.45,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_S4HANA,NET15,Net 15,15
INV-001308,2026-05-15,2026-05-28,13,true,237276.49,USD,SUP-00012,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,D15N10N30,1.5% 10 Net 30,30
INV-001309,2025-08-25,2025-10-31,67,true,752121.17,USD,SUP-00019,Umbra Fasteners Charlotte Co.,GU-0004,Umbra Fasteners International,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,CONCUR,NET60,Net 60,60
INV-001310,2026-01-10,2026-01-12,2,true,2719231,USD,SUP-00177,Northwind Electricals Campinas S.A.,GU-0044,Northwind Electricals International,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-MTY,Monterrey Plant,LATAM,Mexico,ARIBA,CIA,Cash in advance,0
INV-001311,2025-11-19,2025-12-25,36,true,1554859.38,USD,SUP-00031,Vantage Technologies Milan S.p.A.,GU-0007,Vantage Technologies Inc.,76110000,Cleaning services,76000000,Industrial Cleaning Services,PLT-STU,Stuttgart Plant,EMEA,Germany,FIELDGLASS,NET30,Net 30,30
INV-001312,2025-10-28,2025-10-30,2,true,313389.72,USD,SUP-00041,Frontier Solutions Monterrey Ltda.,GU-0009,Frontier Solutions Corporation,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_ECC,NET00,Immediate / Due on receipt,0
INV-001313,2025-11-10,2026-01-02,53,true,70252.59,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,ARIBA,NET45,Net 45,45
INV-001314,2025-10-31,2025-11-19,19,true,188022.98,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,CONCUR,NET15,Net 15,15
INV-001315,2025-07-26,2025-09-09,45,true,398003.15,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-TOR,Toronto Plant,NAMER,Canada,SAP_ECC,NET45,Net 45,45
INV-001316,2025-09-18,2025-10-08,20,true,449006.03,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-MAN,Manchester Plant,EMEA,United Kingdom,SAP_S4HANA,NET15,Net 15,15
INV-001317,2026-02-10,2026-06-14,124,true,196379.12,USD,SUP-00038,Sequoia Fasteners Leeds Ltd.,GU-0008,Sequoia Fasteners Holdings,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-STU,Stuttgart Plant,EMEA,Germany,CONCUR,NET120,Net 120,120
INV-001318,2026-05-03,2026-06-12,40,true,982133.24,USD,SUP-00020,Umbra Fasteners Houston Corp.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_S4HANA,NET21,Net 21,21
INV-001319,2026-04-28,2026-06-07,40,true,279904.01,USD,SUP-00042,Zenith Bearings Monterrey S.A. de C.V.,GU-0010,Zenith Bearings Industries,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,ARIBA,NET25,Net 25,25
INV-001320,2025-07-04,,,false,152629.64,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_ECC,NET14,Net 14,14
INV-001321,2025-10-08,2025-12-11,64,true,634214,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-ROT,Rotterdam DC,EMEA,Netherlands,ARIBA,,,
INV-001322,2025-11-10,2026-02-08,90,true,133826.92,USD,SUP-00013,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET75,Net 75,75
INV-001323,2026-06-22,2026-08-14,53,true,131655.68,USD,SUP-00042,Zenith Bearings Monterrey S.A. de C.V.,GU-0010,Zenith Bearings Industries,76120000,Waste management,76000000,Industrial Cleaning Services,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,NET30,Net 30,30
INV-001324,2025-11-10,2025-11-12,2,true,437936.54,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_ECC,NET05,Net 5,5
INV-001325,2025-10-21,2025-10-22,1,true,99738.97,USD,SUP-00046,Zenith Bearings Queretaro S.A. de C.V.,GU-0010,Zenith Bearings Industries,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_S4HANA,NET00,Immediate / Due on receipt,0
INV-001326,2026-04-08,2026-05-27,49,true,81897.66,USD,SUP-00002,Falcon Systems Bengaluru Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,ARIBA,NET45,Net 45,45
INV-001327,2025-11-19,2025-12-23,34,true,1499437.27,USD,SUP-00031,Vantage Technologies Milan S.p.A.,GU-0007,Vantage Technologies Inc.,39130000,Electrical hardware,39000000,Electrical Systems and Lighting and Components,PLT-ROT,Rotterdam DC,EMEA,Netherlands,ARIBA,NET30,Net 30,30
INV-001328,2025-08-26,2025-09-24,29,true,134638,USD,SUP-00066,Harbor Packaging Campinas S.A.,GU-0016,Harbor Packaging Holdings,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,NET07,Net 7,7
INV-001329,2026-05-03,2026-06-24,52,true,381000.46,USD,SUP-00025,Orion Polymers Monterrey S.A.,GU-0006,Orion Polymers Group,39120000,Electrical wire and cable,39000000,Electrical Systems and Lighting and Components,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET30,Net 30,30
INV-001330,2026-02-12,2026-03-20,36,true,50051.26,USD,SUP-00053,Apex Chemicals Sao Paulo S.A. de C.V.,GU-0013,Apex Chemicals Corporation,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_ECC,D2N10N30,2% 10 Net 30,30
INV-001331,2025-08-01,2025-08-18,17,true,69996.59,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET15,Net 15,15
INV-001332,2025-09-21,2025-11-22,62,true,358591.13,USD,SUP-00013,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-DET,Detroit Plant,NAMER,United States,CONCUR,NET45,Net 45,45
